GSC,2022210686,24/04/12 13:59:20,Clock In
RTD,2022210565,24/04/12 14:01:34,Clock In
HJZ,2022210688,24/04/12 13:56:47,Clock In
PSC,2022210236,24/04/12 13:50:04,Clock In
GSC,2022210686,24/04/16 16:28:09,Clock Out
GSC,2022210686,24/04/16 16:28:37,Clock In
GXS,2022210689,24/06/23 16:25:32,Clock In
