PSC_2022210236,24/04/12 13:50:04,Clock In
HJZ_2022210688,24/04/12 13:56:47,Clock In
GSC_2022210686,24/04/12 13:59:20,Clock In
RTD_2022210565,24/04/12 14:01:34,Clock In
GSC_2022210686,24/04/16 16:28:09,Clock Out
GSC_2022210686,24/04/16 16:28:37,Clock In
GSC_2022210686,24/04/19 13:14:13,Clock In
GSC_2022210686,24/04/19 13:14:24,Clock Out
